City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (last 3 hrs),Snow Inches (last 3 hrs)
222,Kristiansand,NO,2020-05-10 16:18:09,58.15,8.0,51.8,29,20,13.87,shower rain,0.0,0.0
223,Smithers,CA,2020-05-10 16:22:31,54.78,-127.17,53.6,30,20,12.75,few clouds,0.0,0.0
224,Kaseda,JP,2020-05-10 16:22:32,31.42,130.32,65.21,86,98,13.22,overcast clouds,0.0,0.0
225,Saint-Augustin,CA,2020-05-10 16:22:32,51.23,-58.65,35.13,87,99,8.01,overcast clouds,0.0,0.0
226,Naze,JP,2020-05-10 16:22:32,28.37,129.48,71.6,100,90,3.36,mist,0.0,0.0
227,Ocean City,US,2020-05-10 16:17:38,39.28,-74.57,60.8,25,1,13.87,clear sky,0.0,0.0
228,San Patricio,MX,2020-05-10 16:22:32,19.22,-104.7,84.2,62,5,5.82,clear sky,0.0,0.0
229,Saskylakh,RU,2020-05-10 16:22:32,71.92,114.08,16.0,95,100,8.21,overcast clouds,0.0,0.0
230,Platanos,GR,2020-05-10 16:22:33,37.67,21.62,68.0,60,40,3.36,scattered clouds,0.0,0.0
231,Lebu,CL,2020-05-10 16:22:33,-37.62,-73.65,56.1,83,73,8.9,light rain,0.0,0.0
232,Jishou,CN,2020-05-10 16:22:33,28.32,109.72,66.27,80,0,2.33,clear sky,0.0,0.0
233,Bechem,GH,2020-05-10 16:22:33,7.09,-2.02,90.45,54,40,2.59,light rain,0.0,0.0
234,Sorland,NO,2020-05-10 16:22:33,67.67,12.69,32.0,79,75,4.7,light shower snow,0.0,0.0
235,Wonogiri,ID,2020-05-10 16:22:33,-7.81,110.93,77.18,87,100,1.72,light rain,0.0,0.0
236,Baglan,AF,2020-05-10 16:22:34,36.13,68.71,74.12,53,100,1.32,overcast clouds,0.0,0.0
237,Iqaluit,CA,2020-05-10 16:22:34,63.75,-68.51,26.6,68,90,24.16,light snow,0.0,0.0
238,Pendleton,US,2020-05-10 16:22:34,45.67,-118.79,62.6,42,1,8.05,clear sky,0.0,0.0
239,Esperance,AU,2020-05-10 16:22:34,-33.87,121.9,55.4,47,48,13.87,scattered clouds,0.0,0.0
240,Bracebridge,CA,2020-05-10 16:22:34,45.03,-79.32,45.0,48,40,12.75,scattered clouds,0.0,0.0
241,Lock Haven,US,2020-05-10 16:22:34,41.14,-77.45,55.4,28,1,14.99,clear sky,0.0,0.0
242,Zhanakorgan,KZ,2020-05-10 16:22:35,43.91,67.25,77.14,23,0,6.49,clear sky,0.0,0.0
243,Teguise,ES,2020-05-10 16:22:35,29.06,-13.56,75.2,60,75,13.87,broken clouds,0.0,0.0
244,Kutum,SD,2020-05-10 16:22:35,14.2,24.67,90.23,11,17,6.35,few clouds,0.0,0.0
245,Lata,PT,2020-05-10 16:22:35,40.16,-8.33,68.0,67,35,5.99,light rain,0.0,0.0
246,Carutapera,BR,2020-05-10 16:22:35,-1.2,-46.02,85.69,69,0,7.63,light rain,0.0,0.0
247,Port Elizabeth,ZA,2020-05-10 16:22:35,-33.92,25.57,69.8,43,0,8.05,clear sky,0.0,0.0
248,Vila Velha,BR,2020-05-10 16:18:53,-20.33,-40.29,78.8,47,20,6.93,few clouds,0.0,0.0
249,Tandil,AR,2020-05-10 16:22:36,-37.32,-59.13,65.82,56,57,10.56,broken clouds,0.0,0.0
250,Vuktyl,RU,2020-05-10 16:22:36,63.86,57.31,56.1,82,99,7.63,overcast clouds,0.0,0.0
251,Cherskiy,RU,2020-05-10 16:18:05,68.75,161.3,33.31,89,0,20.29,clear sky,0.0,0.0
252,Samana,DO,2020-05-10 16:22:36,19.21,-69.34,89.6,62,20,9.17,few clouds,0.0,0.0
253,Toora-Khem,RU,2020-05-10 16:22:36,52.47,96.11,49.66,52,0,1.74,clear sky,0.0,0.0
254,Sanchazi,CN,2020-05-10 16:22:36,42.08,126.6,47.28,67,23,14.9,few clouds,0.0,0.0
255,Hambantota,LK,2020-05-10 16:22:36,6.12,81.12,82.4,100,40,1.12,thunderstorm,0.0,0.0
256,Thyboron,DK,2020-05-10 16:22:36,56.7,8.21,48.99,67,60,1.99,broken clouds,0.0,0.0
257,Beyneu,KZ,2020-05-10 16:22:37,45.32,55.2,65.46,72,100,15.46,light rain,0.0,0.0
258,Kodinsk,RU,2020-05-10 16:22:37,58.69,99.18,45.34,56,0,2.91,clear sky,0.0,0.0
259,Boende,CD,2020-05-10 16:22:37,-0.22,20.87,79.3,86,60,1.79,moderate rain,0.0,0.0
260,Vrangel,RU,2020-05-10 16:22:37,42.73,133.08,47.73,93,53,2.33,light rain,0.0,0.0
261,Dungarpur,IN,2020-05-10 16:22:37,23.83,73.72,90.91,15,2,7.81,clear sky,0.0,0.0
262,Bikin,RU,2020-05-10 16:22:38,46.82,134.26,44.2,96,27,3.31,scattered clouds,0.0,0.0
263,Dovolnoye,RU,2020-05-10 16:22:38,54.5,79.67,64.09,48,0,7.25,clear sky,0.0,0.0
264,Tiznit,MA,2020-05-10 16:22:38,29.58,-9.5,65.32,57,26,15.37,scattered clouds,0.0,0.0
265,Sistranda,NO,2020-05-10 16:22:38,63.73,8.83,39.2,64,40,17.22,light shower snow,0.0,0.0
266,Bumba,CD,2020-05-10 16:22:38,2.18,22.47,82.15,71,44,3.62,scattered clouds,0.0,0.0
267,Bontang,ID,2020-05-10 16:22:38,0.13,117.5,80.83,82,67,4.29,broken clouds,0.0,0.0
268,Beira,MZ,2020-05-10 16:22:38,-19.84,34.84,77.0,69,40,9.17,scattered clouds,0.0,0.0
269,Grand Gaube,MU,2020-05-10 16:22:39,-20.01,57.66,71.01,74,26,3.0,scattered clouds,0.0,0.0
270,Minab,IR,2020-05-10 16:22:39,27.15,57.08,95.0,39,59,9.17,broken clouds,0.0,0.0
271,Port Lincoln,AU,2020-05-10 16:22:39,-34.73,135.87,55.04,68,16,5.73,few clouds,0.0,0.0
272,Karaton,ID,2020-05-10 16:22:39,-6.34,106.1,82.4,88,20,3.36,haze,0.0,0.0
273,Mananjary,MG,2020-05-10 16:22:39,-21.22,48.33,71.28,87,63,6.42,light rain,0.0,0.0
274,Nanortalik,GL,2020-05-10 16:22:39,60.14,-45.24,45.16,74,99,16.22,overcast clouds,0.0,0.0
275,Atar,MR,2020-05-10 16:22:39,20.52,-13.05,102.69,8,42,11.77,scattered clouds,0.0,0.0
276,Tomatlan,MX,2020-05-10 16:22:40,19.93,-105.25,89.44,33,0,4.54,clear sky,0.0,0.0
277,Saint Anthony,US,2020-05-10 16:22:40,45.02,-93.22,44.01,60,90,14.99,light rain,0.0,0.0
278,Avera,US,2020-05-10 16:22:40,33.19,-82.53,70.0,42,40,6.93,scattered clouds,0.0,0.0
279,Mwense,ZM,2020-05-10 16:22:40,-10.38,28.7,69.58,66,100,5.3,overcast clouds,0.0,0.0
280,Durban,ZA,2020-05-10 16:20:36,-29.86,31.03,69.8,83,0,4.7,clear sky,0.0,0.0
281,Bambous Virieux,MU,2020-05-10 16:22:40,-20.34,57.76,73.4,69,40,12.75,scattered clouds,0.0,0.0
282,Fruitvale,US,2020-05-10 16:22:41,39.08,-108.5,62.6,17,1,6.93,clear sky,0.0,0.0
283,Salalah,OM,2020-05-10 16:18:44,17.02,54.09,84.2,83,10,6.93,clear sky,0.0,0.0
284,Todos Santos,MX,2020-05-10 16:22:41,23.45,-110.22,62.01,85,0,8.01,clear sky,0.0,0.0
285,Alofi,NU,2020-05-10 16:22:41,-19.06,-169.92,75.2,100,40,5.82,scattered clouds,0.0,0.0
286,Mount Isa,AU,2020-05-10 16:20:53,-20.73,139.5,62.6,23,7,16.11,clear sky,0.0,0.0
287,Caibarien,CU,2020-05-10 16:22:41,22.52,-79.47,77.0,100,75,1.12,thunderstorm with rain,0.0,0.0
288,Mahibadhoo,MV,2020-05-10 16:22:41,3.78,72.97,85.73,79,100,12.26,overcast clouds,0.0,0.0
289,Sokoto,NG,2020-05-10 16:22:42,13.06,5.24,97.41,29,52,5.48,broken clouds,0.0,0.0
290,Xining,CN,2020-05-10 16:22:42,36.62,101.77,40.64,65,45,2.06,scattered clouds,0.0,0.0
291,Mountain Home,US,2020-05-10 16:19:08,43.13,-115.69,62.6,29,1,19.46,clear sky,0.0,0.0
292,Borgarnes,IS,2020-05-10 16:22:42,64.54,-21.92,46.99,60,40,16.11,scattered clouds,0.0,0.0
293,Bafoulabe,ML,2020-05-10 16:18:12,13.81,-10.83,107.65,18,59,9.17,broken clouds,0.0,0.0
294,Moindou,NC,2020-05-10 16:22:42,-21.69,165.68,62.6,93,40,4.7,scattered clouds,0.0,0.0
295,Moncton,CA,2020-05-10 16:22:34,46.12,-64.8,37.4,59,75,21.92,broken clouds,0.0,0.0
296,Santa Cruz,BO,2020-05-10 16:21:44,-17.8,-63.17,82.4,51,20,23.04,few clouds,0.0,0.0
297,Stroby Egede,DK,2020-05-10 16:22:43,55.41,12.24,57.2,76,99,17.22,overcast clouds,0.0,0.0
298,Lundazi,ZM,2020-05-10 16:22:43,-12.29,33.18,64.98,73,51,6.85,broken clouds,0.0,0.0
299,Mannarakkat,IN,2020-05-10 16:22:43,10.98,76.47,86.0,70,40,6.93,scattered clouds,0.0,0.0
300,Acajutla,SV,2020-05-10 16:22:43,13.59,-89.83,86.0,58,77,4.23,haze,0.0,0.0
301,Hovd,MN,2020-05-10 16:22:44,48.01,91.64,51.4,36,0,0.47,clear sky,0.0,0.0
302,Kamenka,RU,2020-05-10 16:22:44,51.32,42.77,55.0,66,88,4.0,light rain,0.0,0.0
303,Gunjur,GM,2020-05-10 16:22:44,13.2,-16.73,82.4,61,97,9.17,overcast clouds,0.0,0.0
304,Yerraguntla,IN,2020-05-10 16:22:44,14.64,78.54,92.26,33,28,8.72,scattered clouds,0.0,0.0
305,Ambilobe,MG,2020-05-10 16:22:44,-13.2,49.05,76.42,78,37,2.64,scattered clouds,0.0,0.0
306,San Quintin,MX,2020-05-10 16:22:44,30.48,-115.95,65.95,78,28,5.44,scattered clouds,0.0,0.0
307,Santa Vitoria,BR,2020-05-10 16:22:45,-18.84,-50.12,78.28,59,0,7.61,clear sky,0.0,0.0
308,Geraldton,AU,2020-05-10 16:20:55,-28.77,114.6,60.8,72,40,4.7,scattered clouds,0.0,0.0
309,Marshall,US,2020-05-10 16:22:46,34.38,-86.33,63.0,43,1,5.44,light rain,0.0,0.0
310,Ushtobe,KZ,2020-05-10 16:22:46,45.25,77.98,63.9,57,22,8.61,few clouds,0.0,0.0
311,Minnedosa,CA,2020-05-10 16:22:46,50.25,-99.84,41.0,38,40,10.29,scattered clouds,0.0,0.0
312,Barroquinha,BR,2020-05-10 16:22:47,-3.02,-41.14,82.44,85,36,3.44,moderate rain,0.0,0.0
313,Gamba,GA,2020-05-10 16:22:47,-2.65,10.0,75.25,95,100,5.82,light rain,0.0,0.0
314,Saint-Georges,GD,2020-05-10 16:18:03,12.06,-61.75,87.8,62,20,17.22,few clouds,0.0,0.0
315,Faya,SA,2020-05-10 16:22:47,18.39,42.45,73.4,60,16,11.41,few clouds,0.0,0.0
316,Najran,SA,2020-05-10 16:22:47,17.49,44.13,91.4,19,12,6.93,few clouds,0.0,0.0
317,Bandarbeyla,SO,2020-05-10 16:22:47,9.49,50.81,83.95,73,0,11.45,clear sky,0.0,0.0
318,Ilinskiy,RU,2020-05-10 16:22:48,55.62,38.12,61.0,41,76,13.42,broken clouds,0.0,0.0
319,Sitka,US,2020-05-10 16:22:48,57.05,-135.33,62.6,42,40,4.7,scattered clouds,0.0,0.0
320,Berlevag,NO,2020-05-10 16:22:48,70.86,29.09,33.8,59,29,4.7,scattered clouds,0.0,0.0
321,Buala,SB,2020-05-10 16:22:48,-8.14,159.59,81.12,82,8,6.22,clear sky,0.0,0.0
322,Plouzane,FR,2020-05-10 16:20:17,48.38,-4.62,66.2,72,87,17.22,overcast clouds,0.0,0.0
323,Camarillo,US,2020-05-10 16:22:48,34.22,-119.04,61.0,82,90,4.7,haze,0.0,0.0
324,Ahipara,NZ,2020-05-10 16:22:48,-35.17,173.17,56.98,85,98,6.64,overcast clouds,0.0,0.0
325,Noumea,NC,2020-05-10 16:20:54,-22.28,166.46,62.6,93,40,4.7,scattered clouds,0.0,0.0
326,Razole,IN,2020-05-10 16:22:49,16.48,81.83,82.83,82,29,3.36,scattered clouds,0.0,0.0
327,Tapiramuta,BR,2020-05-10 16:22:49,-11.85,-40.79,69.69,79,90,8.1,overcast clouds,0.0,0.0
328,Phonhong,LA,2020-05-10 16:22:49,18.5,102.42,80.58,81,40,3.02,light rain,0.0,0.0
329,Dikson,RU,2020-05-10 16:22:49,73.51,80.55,27.32,97,92,13.73,overcast clouds,0.0,0.0
330,Yar-Sale,RU,2020-05-10 16:22:49,66.83,70.83,31.44,98,95,9.51,overcast clouds,0.0,0.0
331,Tuatapere,NZ,2020-05-10 16:22:50,-46.13,167.68,51.13,79,100,6.49,overcast clouds,0.0,0.0
332,Kristiinankaupunki,FI,2020-05-10 16:22:50,62.27,21.38,42.33,95,100,11.23,moderate rain,0.0,0.0
333,Eirunepe,BR,2020-05-10 16:22:50,-6.66,-69.87,92.46,46,7,0.45,clear sky,0.0,0.0
334,Rampur Hat,IN,2020-05-10 16:22:50,24.17,87.78,92.3,36,3,8.32,clear sky,0.0,0.0
335,Vestmannaeyjar,IS,2020-05-10 16:22:50,63.44,-20.27,44.6,66,40,11.41,scattered clouds,0.0,0.0
336,Petrozavodsk,RU,2020-05-10 16:22:51,61.78,34.35,50.0,37,4,8.95,clear sky,0.0,0.0
337,Tasiilaq,GL,2020-05-10 16:22:51,65.61,-37.64,35.6,80,1,5.82,clear sky,0.0,0.0
338,Lethem,GY,2020-05-10 16:22:51,3.38,-59.8,90.48,49,56,9.31,broken clouds,0.0,0.0
339,Hokitika,NZ,2020-05-10 16:22:51,-42.72,170.97,54.28,81,95,7.07,overcast clouds,0.0,0.0
340,Faanui,PF,2020-05-10 16:22:51,-16.48,-151.75,80.8,82,31,12.15,scattered clouds,0.0,0.0
341,Coquimbo,CL,2020-05-10 16:18:21,-29.95,-71.34,53.6,87,90,6.93,overcast clouds,0.0,0.0
342,Ayagoz,KZ,2020-05-10 16:22:52,47.97,80.44,60.96,57,93,4.45,overcast clouds,0.0,0.0
343,Vostok,RU,2020-05-10 16:22:52,46.49,135.88,41.16,99,97,4.32,overcast clouds,0.0,0.0
344,Constitucion,CL,2020-05-10 16:22:52,-35.33,-72.42,61.16,69,32,3.13,scattered clouds,0.0,0.0
345,Coihaique,CL,2020-05-10 16:22:52,-45.58,-72.07,50.0,66,40,2.24,scattered clouds,0.0,0.0
346,Bonavista,CA,2020-05-10 16:22:52,48.65,-53.11,36.64,79,3,32.08,clear sky,0.0,0.0
347,Colares,PT,2020-05-10 16:22:52,38.8,-9.45,66.0,72,40,14.99,scattered clouds,0.0,0.0
348,Belvidere,US,2020-05-10 16:21:33,42.26,-88.84,46.99,93,90,1.99,light rain,0.0,0.0
349,Dawlatabad,AF,2020-05-10 16:22:53,36.41,64.91,80.87,34,100,6.89,overcast clouds,0.0,0.0
350,Sakakah,SA,2020-05-10 16:22:53,29.97,40.21,82.4,13,0,9.17,clear sky,0.0,0.0
351,Luganville,VU,2020-05-10 16:22:53,-15.53,167.17,75.2,94,90,6.4,light intensity shower rain,0.0,0.0
352,Guerrero Negro,MX,2020-05-10 16:19:23,27.98,-114.06,67.68,69,35,9.42,scattered clouds,0.0,0.0
353,Bilma,NE,2020-05-10 16:22:53,18.69,12.92,103.64,6,0,2.51,clear sky,0.0,0.0
354,Port-Gentil,GA,2020-05-10 16:22:54,-0.72,8.78,78.8,100,75,9.17,thunderstorm with light rain,0.0,0.0
355,Waingapu,ID,2020-05-10 16:22:54,-9.66,120.26,77.13,79,32,8.84,scattered clouds,0.0,0.0
356,Labuhan,ID,2020-05-10 16:22:54,-6.88,112.21,80.78,85,98,8.19,overcast clouds,0.0,0.0
357,Magadan,RU,2020-05-10 16:22:54,59.57,150.8,34.83,84,100,6.06,overcast clouds,0.0,0.0
358,Kargil,IN,2020-05-10 16:22:54,34.57,76.1,41.0,64,13,5.77,few clouds,0.0,0.0
359,Broken Hill,AU,2020-05-10 16:22:55,-31.95,141.43,44.6,70,0,8.05,clear sky,0.0,0.0
360,Wanaka,NZ,2020-05-10 16:22:55,-44.7,169.15,49.14,76,100,4.32,overcast clouds,0.0,0.0
361,Mantua,IT,2020-05-10 16:22:55,45.17,10.78,75.99,49,13,3.0,few clouds,0.0,0.0
362,Tiksi,RU,2020-05-10 16:22:55,71.69,128.87,27.03,98,84,5.86,broken clouds,0.0,0.0
363,Sirnak,TR,2020-05-10 16:22:55,37.52,42.46,51.13,83,20,1.28,few clouds,0.0,0.0
364,Kangaatsiaq,GL,2020-05-10 16:22:55,68.31,-53.46,32.76,92,95,12.33,overcast clouds,0.0,0.0
365,Nouadhibou,MR,2020-05-10 16:22:56,20.93,-17.03,69.06,74,86,27.27,overcast clouds,0.0,0.0
366,Mandali,IQ,2020-05-10 16:22:56,33.75,45.55,82.83,18,0,10.45,clear sky,0.0,0.0
367,Roebourne,AU,2020-05-10 16:20:32,-20.78,117.13,77.97,27,92,18.23,overcast clouds,0.0,0.0
368,Maxixe,MZ,2020-05-10 16:22:56,-23.86,35.35,73.4,69,20,7.2,few clouds,0.0,0.0
369,Dunmore East,IE,2020-05-10 16:22:56,52.15,-6.99,54.0,71,40,18.34,scattered clouds,0.0,0.0
370,Los Llanos De Aridane,ES,2020-05-10 16:22:56,28.66,-17.92,73.4,69,20,18.34,few clouds,0.0,0.0
371,Rudsar,IR,2020-05-10 16:22:57,37.14,50.29,60.8,93,90,16.11,mist,0.0,0.0
372,Saint-Joseph,RE,2020-05-10 16:22:57,-21.37,55.62,71.6,60,75,6.93,broken clouds,0.0,0.0
373,Cao Bang,VN,2020-05-10 16:21:46,22.67,106.25,78.08,86,68,0.94,light rain,0.0,0.0
374,Harper,LR,2020-05-10 16:19:58,4.38,-7.72,85.82,71,15,13.62,few clouds,0.0,0.0
375,Nueva Loja,EC,2020-05-10 16:22:57,0.08,-76.88,84.2,66,75,3.36,broken clouds,0.0,0.0
376,Starkville,US,2020-05-10 16:20:41,33.45,-88.82,66.99,39,1,3.36,clear sky,0.0,0.0
377,Soc Trang,VN,2020-05-10 16:19:03,9.6,105.98,82.4,88,20,3.36,few clouds,0.0,0.0
378,Sarti,GR,2020-05-10 16:22:58,40.1,23.98,65.91,63,95,5.88,overcast clouds,0.0,0.0
379,Ust-Kan,RU,2020-05-10 16:22:58,50.93,84.76,56.73,38,7,2.71,clear sky,0.0,0.0
380,Chumikan,RU,2020-05-10 16:22:58,54.72,135.31,33.03,96,100,11.12,light snow,0.0,0.0
381,Tashtyp,RU,2020-05-10 16:22:58,52.79,89.9,53.85,59,0,1.36,clear sky,0.0,0.0
382,Mishkino,RU,2020-05-10 16:22:58,55.34,63.92,61.2,82,30,4.36,scattered clouds,0.0,0.0
383,Katherine,AU,2020-05-10 16:22:59,-14.47,132.27,75.2,47,42,10.29,scattered clouds,0.0,0.0
384,Basoko,CD,2020-05-10 16:22:59,1.24,23.62,79.88,82,99,2.71,moderate rain,0.0,0.0
385,Kloulklubed,PW,2020-05-10 16:22:59,7.04,134.26,75.2,100,90,3.36,light intensity shower rain,0.0,0.0
386,Veraval,IN,2020-05-10 16:21:48,20.9,70.37,82.69,81,0,12.24,clear sky,0.0,0.0
387,Port Blair,IN,2020-05-10 16:22:08,11.67,92.75,85.35,75,99,3.44,overcast clouds,0.0,0.0
388,Vazhiny,RU,2020-05-10 16:23:00,60.96,34.02,53.08,46,0,3.69,clear sky,0.0,0.0
389,Severo-Kurilsk,RU,2020-05-10 16:23:00,50.68,156.12,33.22,92,69,12.08,broken clouds,0.0,0.0
390,Elizabeth City,US,2020-05-10 16:23:00,36.29,-76.25,63.0,44,1,10.29,clear sky,0.0,0.0
391,Catuday,PH,2020-05-10 16:23:00,16.29,119.81,81.82,83,0,11.81,clear sky,0.0,0.0
392,Bend,US,2020-05-10 16:21:04,44.06,-121.32,60.8,36,1,3.36,clear sky,0.0,0.0
393,Sawtell,AU,2020-05-10 16:23:01,-30.38,153.1,57.2,47,23,12.75,few clouds,0.0,0.0
394,Kruje,AL,2020-05-10 16:23:01,41.51,19.79,68.0,42,75,2.24,broken clouds,0.0,0.0
395,Pitimbu,BR,2020-05-10 16:23:01,-7.47,-34.81,87.8,62,40,11.41,scattered clouds,0.0,0.0
396,Odessa,UA,2020-05-10 16:21:44,46.48,30.73,64.4,42,41,15.66,scattered clouds,0.0,0.0
397,Turukhansk,RU,2020-05-10 16:23:01,65.82,87.98,39.51,74,100,17.36,overcast clouds,0.0,0.0
398,Casper,US,2020-05-10 16:23:01,42.87,-106.31,46.4,42,90,6.93,overcast clouds,0.0,0.0
399,Santiago De Cao,PE,2020-05-10 16:23:02,-7.96,-79.24,69.8,77,92,13.87,overcast clouds,0.0,0.0
400,Sudova Vyshnya,UA,2020-05-10 16:23:02,49.79,23.37,72.0,43,10,6.71,light rain,0.0,0.0
401,Palmer,US,2020-05-10 16:23:02,42.16,-72.33,51.8,32,75,17.22,broken clouds,0.0,0.0
402,Tura,IN,2020-05-10 16:23:02,25.52,90.22,79.3,47,2,2.86,clear sky,0.0,0.0
403,Baruun-Urt,MN,2020-05-10 16:18:18,46.68,113.28,47.55,54,78,19.89,broken clouds,0.0,0.0
404,Borgustanskaya,RU,2020-05-10 16:23:02,44.05,42.53,57.2,58,77,4.47,broken clouds,0.0,0.0
405,Grindavik,IS,2020-05-10 16:23:03,63.84,-22.43,44.6,65,40,17.22,scattered clouds,0.0,0.0
406,Mill Valley,US,2020-05-10 16:23:03,37.91,-122.55,55.99,67,100,1.01,overcast clouds,0.0,0.0
407,Morlaix,FR,2020-05-10 16:23:03,48.58,-4.0,60.01,77,75,18.34,broken clouds,0.0,0.0
408,Straumen,NO,2020-05-10 16:23:03,63.87,11.3,39.0,59,75,21.92,broken clouds,0.0,0.0
409,Puerto Leguizamo,CO,2020-05-10 16:23:03,-0.19,-74.78,79.2,76,97,2.35,overcast clouds,0.0,0.0
410,Sabha,LY,2020-05-10 16:23:04,27.04,14.43,100.49,8,43,7.76,scattered clouds,0.0,0.0
411,Inta,RU,2020-05-10 16:23:04,66.03,60.17,42.33,95,100,9.19,light rain,0.0,0.0
412,Kupang,ID,2020-05-10 16:23:04,-10.17,123.58,77.88,76,0,9.91,clear sky,0.0,0.0
413,Bogorodskoye,RU,2020-05-10 16:23:04,56.55,37.88,51.76,65,99,9.95,overcast clouds,0.0,0.0
414,Bagdarin,RU,2020-05-10 16:23:04,54.43,113.6,37.9,72,18,13.8,few clouds,0.0,0.0
415,Matara,LK,2020-05-10 16:23:04,5.95,80.54,81.54,85,100,5.68,moderate rain,0.0,0.0
416,Fairbanks,US,2020-05-10 16:20:33,64.84,-147.72,57.0,43,1,2.24,clear sky,0.0,0.0
417,Umm Kaddadah,SD,2020-05-10 16:23:05,13.6,26.69,95.88,9,34,8.57,scattered clouds,0.0,0.0
418,Axim,GH,2020-05-10 16:23:05,4.87,-2.24,83.57,77,63,13.06,broken clouds,0.0,0.0
419,Chatra,IN,2020-05-10 16:23:05,24.22,84.87,82.4,58,40,4.7,haze,0.0,0.0
420,Saint-Denis,FR,2020-05-10 16:23:05,48.92,2.33,72.0,60,20,4.7,few clouds,0.0,0.0
421,Limbdi,IN,2020-05-10 16:23:05,22.57,71.8,88.79,44,0,16.46,clear sky,0.0,0.0
422,Mayumba,GA,2020-05-10 16:23:06,-3.43,10.66,77.86,88,100,7.23,overcast clouds,0.0,0.0
423,Baykit,RU,2020-05-10 16:23:06,61.67,96.37,43.12,60,56,1.5,broken clouds,0.0,0.0
424,Kokopo,PG,2020-05-10 16:23:06,-4.35,152.26,78.91,80,47,5.48,scattered clouds,0.0,0.0
425,Catu,BR,2020-05-10 16:23:06,-12.35,-38.38,75.2,94,90,16.11,light rain,0.0,0.0
426,Rabo De Peixe,PT,2020-05-10 16:23:06,37.8,-25.58,62.6,72,20,19.46,few clouds,0.0,0.0
427,Dunedin,NZ,2020-05-10 16:23:06,-45.87,170.5,48.99,97,33,1.99,scattered clouds,0.0,0.0
428,Misratah,LY,2020-05-10 16:23:06,32.38,15.09,81.68,33,100,25.5,overcast clouds,0.0,0.0
429,Manta,EC,2020-05-10 16:22:24,-0.95,-80.73,84.2,74,75,8.05,broken clouds,0.0,0.0
430,Antsohihy,MG,2020-05-10 16:23:07,-14.88,47.99,80.33,56,22,8.93,few clouds,0.0,0.0
431,Muros,ES,2020-05-10 16:18:36,42.78,-9.06,69.01,73,1,14.0,clear sky,0.0,0.0
432,Inuvik,CA,2020-05-10 16:23:07,68.35,-133.72,41.0,60,40,8.05,scattered clouds,0.0,0.0
433,Werda,BW,2020-05-10 16:23:07,-25.27,23.28,71.2,35,0,5.84,clear sky,0.0,0.0
434,Acapulco,MX,2020-05-10 16:23:07,16.86,-99.89,87.8,62,5,5.82,haze,0.0,0.0
435,Krasnoselkup,RU,2020-05-10 16:23:07,65.7,82.47,38.86,75,65,19.13,broken clouds,0.0,0.0
436,Hirara,JP,2020-05-10 16:19:38,24.8,125.28,78.78,88,9,8.5,clear sky,0.0,0.0
437,San Cristobal,VE,2020-05-10 16:17:25,7.77,-72.22,96.8,28,20,23.04,few clouds,0.0,0.0
438,Esqueda,MX,2020-05-10 16:23:08,30.72,-109.58,73.99,38,0,4.0,clear sky,0.0,0.0
439,Kaeo,NZ,2020-05-10 16:23:08,-35.1,173.78,60.01,3,93,5.01,overcast clouds,0.0,0.0
440,Nemuro,JP,2020-05-10 16:23:09,43.32,145.57,45.82,98,100,14.88,overcast clouds,0.0,0.0
441,Broome,US,2020-05-10 16:19:29,42.25,-75.83,51.01,42,90,18.34,overcast clouds,0.0,0.0
442,Uruacu,BR,2020-05-10 16:23:09,-14.52,-49.14,82.11,59,0,5.41,clear sky,0.0,0.0
443,San Jose De Guanipa,VE,2020-05-10 16:23:09,8.89,-64.17,93.02,36,0,12.86,clear sky,0.0,0.0
444,Clyde River,CA,2020-05-10 16:23:09,70.47,-68.59,14.0,66,75,8.05,broken clouds,0.0,0.0
445,Griffith,US,2020-05-10 16:23:09,41.53,-87.42,48.2,87,90,11.52,overcast clouds,0.0,0.0
446,Medzilaborce,SK,2020-05-10 16:23:10,49.27,21.9,66.99,46,61,9.22,broken clouds,0.0,0.0
447,Freeport,US,2020-05-10 16:21:45,40.66,-73.58,57.2,30,1,14.99,clear sky,0.0,0.0
448,Isangel,VU,2020-05-10 16:23:10,-19.55,169.27,64.4,93,20,7.29,few clouds,0.0,0.0
449,Senneterre,CA,2020-05-10 16:23:10,48.38,-77.23,33.8,69,90,12.75,light snow,0.0,0.0
450,Ambon,ID,2020-05-10 16:23:10,-3.7,128.18,81.54,80,95,8.16,overcast clouds,0.0,0.0
451,Krasnovishersk,RU,2020-05-10 16:23:10,60.41,57.08,60.62,71,74,7.34,light rain,0.0,0.0
452,Santa Fe,AR,2020-05-10 16:18:29,-31.63,-60.7,74.37,50,0,13.47,clear sky,0.0,0.0
453,Igarka,RU,2020-05-10 16:23:11,67.47,86.58,32.61,97,100,8.86,light snow,0.0,0.0
454,Chuy,UY,2020-05-10 16:20:49,-33.7,-53.46,70.5,55,55,11.48,broken clouds,0.0,0.0
455,Pak Phanang,TH,2020-05-10 16:23:11,8.35,100.2,84.38,81,100,5.26,light rain,0.0,0.0
456,North Bend,US,2020-05-10 16:23:11,43.41,-124.22,55.99,87,90,3.36,overcast clouds,0.0,0.0
457,Vao,NC,2020-05-10 16:23:12,-22.67,167.48,71.49,61,1,6.85,clear sky,0.0,0.0
